Time,Time Code,Country Name,Country Code,Fixed (wired) broadband subscriptions (per 100 people) [IT.NET.BBND.P2],Internet users (per 100 people) [IT.NET.USER.P2],Secure Internet servers (per 1 million people) [IT.NET.SECR.P6],Land area (sq. km) [AG.LND.TOTL.K2],Population density (people per sq. km of land area) [EN.POP.DNST],Fixed telephone subscriptions (per 100 people) [IT.MLT.MAIN.P2],Mobile cellular subscriptions (per 100 people) [IT.CEL.SETS.P2],"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]","Mortality rate, infant (per 1,000 live births) [SP.DYN.IMRT.IN]","GDP per capita, PPP (constant 2011 international $) [NY.GDP.PCAP.PP.KD]","Population, total [SP.POP.TOTL]",Urban population (% of total) [SP.URB.TOTL.IN.ZS],"Unemployment, youth male (% of male labor force ages 15-24) (modeled ILO estimate) [SL.UEM.1524.MA.ZS]","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate) [SL.UEM.1524.ZS]","Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]","Labor force participation rate, male (% of male population ages 15-64) (modeled ILO estimate) [SL.TLF.ACTI.MA.ZS]","Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate) [SL.TLF.ACTI.ZS]","School enrollment, secondary (% gross) [SE.SEC.ENRR]","Health expenditure, public (% of GDP) [SH.XPD.PUBL.ZS]",Military expenditure (% of GDP) [MS.MIL.XPND.GD.ZS],"Government expenditure per student, secondary (% of GDP per capita) [SE.XPD.SECO.PC.ZS]","Intentional homicides (per 100,000 people) [VC.IHR.PSRC.P5]",Battle-related deaths (number of people) [VC.BTL.DETH],Armed forces personnel (% of total labor force) [MS.MIL.TOTL.TF.ZS],International migrant stock (% of population) [SM.POP.TOTL.ZS],Refugee population by country or territory of asylum [SM.POP.REFG],Refugee population by country or territory of origin [SM.POP.REFG.OR]
2013,YR2013,Kazakhstan,KAZ,11.3373270272,54,9.3922757337,2699700,6.3100622291,26.7143762394,184.6947547977,70.45,14.6,22469.6790194365,17035275,53.361,3.9000000954,4.5,5.1999998093,82.4000015259,78.5999984741,NA,2.2619934564,1.2076488977,NA,NA,NA,0.7689829159,NA,584,2136
2013,YR2013,Kenya,KEN,0.1285868182,39,4.779760043,569140,77.9310731982,0.4607373037,71.7640455222,61.6839756098,47.5,2705.3232181398,44353691,24.78,16.7999992371,17.1000003815,9.1999998093,72.9000015259,67.8000030518,NA,1.8684194072,1.5578245191,NA,NA,32,0.1687360804,NA,534938,8589
2013,YR2013,Kiribati,KIR,1.0747330265,11.5,9.7703002413,810,126.3592592593,8.7932702172,16.6095104103,68.8490731707,45.1,1796.2971464149,102351,44.055,NA,NA,NA,NA,NA,NA,8.3136094686,NA,NA,NA,NA,NA,NA,NA,20
2013,YR2013,"Korea, Dem. Rep.",PRK,0,NA,0.0401679341,120410,206.7559172826,4.7398162237,9.7206400519,69.8069512195,21.7,NA,24895480,60.569,11.1000003815,9.8999996185,4.5999999046,87,82.6999969482,NA,NA,NA,NA,NA,NA,9.0683586554,NA,NA,1166
2013,YR2013,"Korea, Rep.",KOR,38.035117362,84.77,1994.8956652821,97350,515.8671700051,61.5741285628,110.9984678468,81.4597560976,3.2,32708.1074382641,50219669,82.249,9.5,9.1999998093,3.0999999046,76.0999984741,65.9000015259,NA,3.8290348403,2.6016339625,NA,NA,NA,2.5294359998,NA,547,500
2013,YR2013,Kosovo,KSV,NA,NA,NA,10887,167.5392670157,NA,NA,70.7975609756,NA,8598.5595575645,1824000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013,YR2013,Kuwait,KWT,1.3952499754,75.46,184.9448371595,17820,189.0332210999,15.0805742018,190.2883477034,74.4627560976,8.1,NA,3368572,98.31,22.7999992371,19.6000003815,3.0999999046,84.9000015259,70.0999984741,NA,2.3861610309,3.3131044109,NA,NA,NA,1.3039584949,NA,635,977
2013,YR2013,Kyrgyz Republic,KGZ,2.4494605545,23.4,5.4199594377,191800,29.8206465068,8.3149708664,121.449818911,70.2024390244,21.6,3109.8128288413,5719600,35.483,13.8999996185,15.6000003815,8,82.5,70.9000015259,NA,3.9383196226,3.2442929774,NA,NA,NA,0.7586511332,NA,466,2311
2013,YR2013,Lao PDR,LAO,0.1329447997,12.5,1.0340151087,230800,29.3315727903,10.3654401426,68.1358642675,68.2494146341,53.8,4667.3400588651,6769727,36.469,4.3000001907,3.4000000954,1.3999999762,81.0999984741,80.5999984741,50.4936103821,0.9744122875,NA,NA,NA,NA,3.7864756242,NA,NA,7745
2013,YR2013,Latvia,LVA,23.5085598959,75.2344,272.2782484956,62180,32.3680765519,20.6309560912,228.4010716392,73.9804878049,7.4,21832.5707415661,2012647,67.476,19.1000003815,20.2999992371,11.1000003815,78,75.1999969482,NA,3.5398423296,0.9648212806,NA,NA,NA,0.5111785409,NA,160,233
2013,YR2013,Lebanon,LBN,9.9544356447,70.5,42.9781147381,10230,436.6950146628,18.042414606,80.5636740661,80.1288780488,7.8,16622.9354840943,4467390,87.548,18.7999992371,20.6000003815,6.5,76.0999984741,51.5999984741,75.0457763672,3.6371877946,4.3642604847,5.1042699814,NA,NA,4.7514092383,NA,447328,3824
2013,YR2013,Lesotho,LSO,0.1096668298,5,0.4820519989,30360,68.328886693,2.7813918287,86.3015283459,49.3314634146,73,2493.6137341397,2074465,26.271,27.6000003815,33.2000007629,24.7000007629,74.5999984741,67.4000015259,NA,9.0741189294,2.0526689129,NA,NA,NA,0.229506767,NA,30,15
2013,YR2013,Liberia,LBR,0,4.6,0.9315156668,96320,44.5813642027,0.1076133474,59.4021718754,60.5318780488,53.6,849.8309242361,4294077,48.921,3.4000000954,4.5,3.7000000477,65.0999984741,62.2999992371,NA,3.5964663748,0.7480467292,NA,NA,NA,0.1359144256,NA,53253,17576
2013,YR2013,Libya,LBY,1.0432924439,16.5,3.3862660467,1759540,3.5245126567,12.7226852896,165.044994607,75.3616829268,12.4,20371.2174108149,6201521,78.17,38.5,51.2000007629,19.6000003815,79.5999984741,55.5999984741,NA,3.02,NA,NA,NA,NA,0.3018414918,NA,25561,3322
2013,YR2013,Liechtenstein,LIE,40.6662153013,93.8,8232.9045362221,160,230.78125,49.5599187542,104.067704807,82.3829268293,NA,NA,36925,14.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97,NA
2013,YR2013,Lithuania,LTU,22.0146751685,68.4529,256.6192726822,62674,47.1916424674,20.7090777289,151.3449586053,74.1634146341,4,24469.6225008436,2957689,66.554,23,21.8999996185,11.8000001907,75.9000015259,73.5,NA,4.1522333949,0.7742591073,NA,NA,NA,1.4344173913,NA,916,220
2013,YR2013,Luxembourg,LUX,33.2780270749,93.7765,2190.0765606596,2590,209.7915057915,50.4543911912,148.6426712923,81.7975609756,1.6,88849.9952652285,543360,89.568,19.5,19.2000007629,5.9000000954,75.0999984741,68.6999969482,NA,5.9392371934,0.5078596806,NA,NA,NA,0.5849176467,NA,2873,1
2013,YR2013,"Macao SAR, China",MAC,26.801324211,65.8,310.7481792099,29.9,18942.3076923077,27.9698079894,304.0821010814,80.3437560976,NA,138024.906674968,566375,100,3.4000000954,3.7000000477,1.7999999523,83.3000030518,77.5,95.9738616943,NA,NA,NA,NA,NA,NA,NA,NA,1
2013,YR2013,"Macedonia, FYR",MKD,15.0598104176,61.2,51.7284418159,25220,83.5510705789,18.8179054442,106.1738132594,75.1880243902,5.8,11608.9689707937,2107158,56.981,52.9000015259,52.2000007629,29,77,64.1999969482,NA,4.4398212744,1.2407539799,NA,NA,NA,0.8256402582,NA,982,1633
2013,YR2013,Madagascar,MDG,0.0606285293,2.2,0.6543117772,581795,39.4036576457,1.0713395694,36.9080697624,64.6913902439,39.6,1368.6324120759,22924851,33.832,4.6999998093,5.1999998093,3.5999999046,91.3000030518,89.6999969482,38.3909301758,2.6483602882,0.5165856855,NA,NA,NA,0.1848047542,NA,12,296
2013,YR2013,Malawi,MWI,0.0341633437,5.4,0.9167265747,94280,173.55289563,0.2051572959,32.3301594426,55.2347073171,44.2,754.981975268,16362567,15.944,12.5,13.5,7.5999999046,80.6999969482,82.5999984741,36.5997810364,4.1635285883,1.3596439257,NA,NA,NA,0.0915172401,NA,5796,326
2013,YR2013,Malaysia,MYS,8.2212298598,66.97,66.8305124699,328550,90.4488357936,15.2633352699,144.6850309243,75.0162682927,7.2,22589.3714474966,29716965,73.284,10.5,11.1000003815,3.2000000477,79.0999984741,62.5,NA,2.2082496574,1.546213616,NA,NA,70,1.0242571855,NA,97513,485
2013,YR2013,Maldives,MDV,5.8372920066,44.1,86.9507250241,300,1150.0766666667,6.5378250146,181.194007356,77.9353658537,8.4,11282.8149608288,345023,43.416,18.7000007629,26.5,11.6000003815,79.5999984741,68.9000015259,NA,6.2220886015,NA,NA,NA,NA,NA,NA,NA,31
2013,YR2013,Mali,MLI,0.0190110217,2.3,1.045638869,1220190,12.5403830551,0.8258063673,129.0669372257,55.0135121951,77.6,1589.1673480781,15301650,38.363,8.3000001907,10.6999998093,8.1999998093,81.9000015259,67,44.9463005066,2.8321593882,1.4058076504,NA,NA,803,0.2221159747,NA,14316,152864
2013,YR2013,Malta,MLT,32.7619322897,68.9138,1469.1502076179,320,1323.04375,53.9228072466,129.7545011235,80.7463414634,5.3,28821.6623967794,423374,95.139,15.8000001907,14.1000003815,6.5,78.5999984741,63.4000015259,NA,5.7694782366,0.6171894363,NA,NA,NA,1.1338653096,NA,9906,6
2013,YR2013,Marshall Islands,MHL,NA,11.7,113.9947562412,180,292.4111111111,NA,NA,NA,30.6,3775.8601550872,52634,72.159,NA,NA,NA,NA,NA,NA,13.8134299704,NA,NA,NA,NA,NA,NA,NA,3
2013,YR2013,Mauritania,MRT,0.1936306518,6.2,2.0566187132,1030700,3.7740176579,1.3880376773,102.5274558598,61.5117560976,67.1,2945.2295694967,3889880,58.636,44.5,42.9000015259,31,80.1999969482,55,29.5032691956,1.8464375171,3.5606168307,NA,NA,NA,1.6603054803,NA,92767,34257
2013,YR2013,Mauritius,MUS,12.5361317837,39,131.0925251042,2030,620.0261083744,29.1706143428,123.2398186118,74.46,12.5,17145.7831201536,1258653,39.979,17,23.6000003815,8.3000001907,80.1999969482,64.5999984741,NA,2.3655561922,0.201786865,NA,NA,NA,0.4223208388,NA,NA,81
2013,YR2013,Mexico,MEX,10.8548766382,43.46,26.4525181101,1943950,62.929807351,16.8307906722,85.8364013609,77.3540243902,12.5,16290.8128214269,122332399,78.691,8.6000003815,9.3999996185,4.9000000954,83.3000030518,64.9000015259,NA,3.2271983672,0.6215816004,NA,NA,NA,0.6038522639,NA,1831,9396
2013,YR2013,"Micronesia, Fed. Sts.",FSM,1.9922935036,27.8,19.3145274218,700,147.9271428571,9.7026528503,30.3170479676,68.9609756098,29.8,3285.7529418992,103549,22.342,NA,NA,NA,NA,NA,NA,11.3681510448,NA,NA,NA,NA,NA,NA,NA,NA
2013,YR2013,Moldova,MDA,13.3938823195,48.8,24.7290622121,32860,124.0199323971,35.0273170139,106.0114062728,68.8115121951,13.3,4521.0848447881,3558566,44.879,16.1000003815,14.8000001907,5.0999999046,48.4000015259,46,88.3360519409,5.4292663032,0.3060451392,NA,NA,NA,0.6412558354,NA,250,2207
2013,YR2013,Monaco,MCO,44.6617853083,90.7,2749.068224472,2,18915.5,123.8402368428,93.7432264545,NA,3,NA,37831,100,NA,NA,NA,NA,NA,NA,3.5549601528,NA,NA,NA,NA,NA,NA,34,3
2013,YR2013,Mongolia,MNG,4.9216416767,17.7,22.1903417066,1553560,1.8274627308,6.1885692971,124.1841262976,67.548195122,26.4,9132.3057037913,2839073,70.366,8.8000001907,9.1999998093,4.9000000954,71.6999969482,65.5999984741,NA,3.6203987306,NA,NA,NA,NA,1.3474110843,NA,9,2064
2013,YR2013,Montenegro,MNE,12.7845467288,56.8,37.0142086282,13450,46.1994795539,27.2025465776,159.9499825389,74.7583658537,4.9,14151.5411049103,621383,63.643,41.9000015259,41.2999992371,19.7999992371,65.9000015259,59.0999984741,NA,3.7190882356,1.5719503937,NA,NA,NA,4.8246222099,NA,8476,597
2013,YR2013,Morocco,MAR,2.5330410823,56,3.6354657865,446300,73.9595563522,8.8610267464,128.5252096831,70.8721219512,26.1,6967.2592458786,33008150,59.2,19,18.5,9.1999998093,78.9000015259,52.5,NA,2.0411190468,3.9153703464,NA,NA,NA,2.0438642538,NA,1470,1318
2013,YR2013,Mozambique,MOZ,0.0696104848,5.4,1.5870710534,786380,32.8514865587,0.3002583597,48.0042155704,50.1733658537,61.5,1069.6246770946,25833752,31.669,13.8999996185,14.3000001907,8.3000001907,82.5999984741,84.5,26.0463008881,3.1471254767,NA,NA,NA,28,0.0942676038,NA,4445,56
2013,YR2013,Myanmar,MMR,0.1789912837,1.2,0.1314331406,653290,81.5243123268,1.0041679702,12.8285880149,65.0996829268,39.8,NA,53259018,33.007,8.8999996185,9.8999996185,3.4000000954,85,82,NA,0.4820920272,NA,NA,NA,249,1.6328030888,NA,NA,479608
2013,YR2013,Namibia,NAM,1.4694907123,13.9,18.2345879743,823290,2.7976958301,7.9681676193,118.4342132969,64.3438780488,35.2,9275.7729894833,2303315,44.679,29.8999996185,34.0999984741,16.8999996185,64.8000030518,60.4000015259,NA,4.6732292741,3.0219259446,NA,NA,NA,1.7480346111,NA,2332,1142
2013,YR2013,Nepal,NPL,1.120451414,13.3,2.3743179097,143350,193.9131984653,2.9826361455,76.8497960083,68.4038536585,32.2,2172.7903916176,27797457,17.877,5.9000000954,4.5999999046,2.7000000477,88.8000030518,85.6999969482,66.5903320313,2.5961432728,1.4284169787,NA,NA,NA,1.042574789,NA,46305,8112
2013,YR2013,Netherlands,NLD,40.0789439657,93.9564,2382.1096720199,33720,498.3520759193,42.5167888093,113.7299036847,81.1048780488,3.3,45021.1574077338,16804432,89.271,10.8000001907,11,6.6999998093,84.1999969482,79.3000030518,NA,10.2887152622,1.2097671156,NA,NA,NA,0.4825602395,NA,74707,64
2013,YR2013,New Caledonia,NCL,20.8970120392,66,240.4580152672,18280,14.3326039387,33.1389183457,93.763645437,77.1219512195,NA,NA,262000,69.096,NA,NA,NA,75.9000015259,64.1999969482,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013,YR2013,New Zealand,NZL,29.2070529262,82.78,1108.0344881925,263310,16.8702290076,41.0585470468,105.7756947162,81.4073170732,5.2,33019.6033227233,4442100,86.223,15.3999996185,15.8000001907,6.1999998093,83.4000015259,77.9000015259,NA,8.0837470309,0.9869742354,NA,NA,NA,0.3537490953,NA,1403,17
2013,YR2013,Nicaragua,NIC,2.1657343386,15.5,8.3874984828,120340,50.5274887818,5.3444975872,111.9801765585,74.7881707317,20,4493.7666939127,6080478,58.146,8.8000001907,10.3999996185,7.1999998093,82.5,65.8000030518,NA,4.4876173996,0.7560997677,NA,NA,NA,0.4634385596,NA,189,1538
2013,YR2013,Niger,NER,0.0358920032,1.7,0.168243765,1266700,14.0769479751,0.5636166128,39.2922096968,58.4427073171,59.9,886.8096112893,17831270,18.22,7.1999998093,6.6999998093,5.0999999046,90.9000015259,65.6999969482,NA,2.4039866786,NA,NA,NA,31,0.1858402576,NA,57661,733
2013,YR2013,Nigeria,NGA,0.0086657087,38,1.6761191241,910770,190.6247955027,0.2076642477,73.2919616063,52.4997804878,74.3,5422.6933427295,173615345,46.094,14,13.6000003815,7.5,63.5999984741,56.2000007629,NA,1.0691458555,0.4703125126,NA,NA,1614,0.2989131187,NA,1694,31664
2013,YR2013,Northern Mariana Islands,MNP,0,NA,37.1367561044,460,117.0760869565,42.70726952,NA,NA,NA,NA,53855,89.313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013,YR2013,Norway,NOR,38.0829326363,95.0534,1727.108917307,365268,13.9080510748,24.5246616327,116.2684220327,81.4512195122,2.3,62411.3557791039,5080166,79.939,10.6999998093,9.1000003815,3.5,80,77.9000015259,NA,8.1815474313,1.4117307175,NA,NA,NA,0.9618725646,NA,46106,13
2013,YR2013,Oman,OMN,2.6221464116,66.45,62.7676572578,309500,11.7364911147,9.6742303529,154.645907824,76.8520243902,9.8,NA,3632444,76.699,17.8999996185,20.5,7.9000000954,84.5,67.0999984741,NA,2.0799459878,11.6071399419,NA,NA,NA,2.5974571447,NA,138,26
2013,YR2013,Pakistan,PAK,0.6106018233,10.9,1.2792175344,770880,236.2787904732,3.497732112,70.1303759844,66.5853658537,69,4454.0748287843,182142594,37.86,7.5,8.5,5.0999999046,85.9000015259,56.4000015259,38.3174095154,1.0129007544,3.4550106258,10.3786201477,NA,1802,1.4454838467,NA,1616507,48867
2013,YR2013,Palau,PLW,5.1917009274,NA,95.6114351276,460,45.4739130435,34.7212926666,85.7873601683,NA,15.1,14611.7353039229,20918,85.776,NA,NA,NA,NA,NA,88.7473526001,7.6155784712,NA,NA,NA,NA,NA,NA,1,1
2013,YR2013,Panama,PAN,7.7073990016,42.9,89.7993618293,74340,51.9796879204,15.1726761504,162.9742997849,77.5789512195,15.4,18793.3933318045,3864170,65.994,8.5,10.1999998093,4.0999999046,86.1999969482,69.9000015259,NA,4.9310520281,NA,NA,NA,NA,0.6613701937,NA,17665,105
2013,YR2013,Papua New Guinea,PNG,0.154344975,6.5,7.7855429843,452860,16.1667226074,1.9122386277,40.9765420224,62.4307317073,47.3,2558.1259964471,7321262,12.977,3.9000000954,4.6999998093,2.0999999046,74.5999984741,73.1999969482,NA,3.6115533849,0.5665558607,NA,NA,NA,0.057906209,NA,9378,221
2013,YR2013,Paraguay,PRY,1.701955002,36.9,15.4359668318,397300,17.1213063176,6.4337550782,103.6899605207,72.2734878049,18.7,7833.0740015676,6802295,59.174,9,11.3000001907,5.1999998093,88,73.4000015259,NA,3.4626591948,1.6475367651,NA,NA,NA,0.7877418089,NA,136,95
2013,YR2013,Peru,PER,5.1825242778,39.2,21.3658309927,1280000,23.7309398438,11.2596283274,98.0829812662,74.8146097561,12.9,11396.4930206131,30375603,77.954,8.6999998093,8.8999996185,3.9000000954,86.8000030518,78.0999984741,93.9782028198,3.1239743171,1.415595817,10.3828697205,NA,NA,1.1645480989,NA,1162,4765
2013,YR2013,Philippines,PHL,9.1248519949,37,8.0594694121,298170,329.9915283228,3.2002445607,104.5023214626,68.7144878049,23.5,6326.216423894,98393574,44.633,15.3999996185,16.7000007629,7.0999999046,81.4000015259,67,NA,1.3917732552,1.2761565415,NA,NA,514,0.3917133618,NA,182,726
2013,YR2013,Poland,POL,15.6598978429,62.8492,309.1304960921,306220,125.7738847887,14.3326250467,149.0785439377,76.8487804878,4.5,22835.2204608088,38514479,60.617,25.2000007629,27.2000007629,10.3999996185,73.9000015259,67,NA,4.6359723997,1.7661300609,NA,NA,NA,0.9333053108,NA,16438,1429
2013,YR2013,Portugal,PRT,23.8406656162,62.0956,218.4121228291,91590,114.175073698,42.7010500223,113.0356020405,80.3731707317,3.1,25932.933700526,10457295,62.338,36.2999992371,37.7999992371,16.5,77.0999984741,73.5999984741,NA,6.2780460552,2.1038373637,NA,NA,NA,1.4857663214,NA,598,32
2013,YR2013,Puerto Rico,PRI,16.3037731562,73.9,108.9877253266,8870,407.5632468997,17.9170559588,83.6464209431,78.711195122,NA,33637.5807616376,3615086,93.676,29.6000003815,27.2999992371,14.1999998093,59.7999992371,50.2000007629,80.803352356,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013,YR2013,Qatar,QAT,9.9363527835,85.3,161.8501267826,11610,186.7935400517,19.0247215694,152.6441745713,78.606902439,7,127562.198988718,2168673,99.061,0.5,1.5,0.5,95.9000015259,87.3000030518,NA,1.8331501702,NA,NA,NA,NA,0.7265754835,NA,130,17
2013,YR2013,Romania,ROM,17.3283188742,49.7645,68.9642816069,230020,86.8679158334,21.7525705017,105.5829216513,74.4634146341,10.5,18184.1097333037,19981358,54.235,23.5,23.7999992371,7.3000001907,72.5999984741,64.6999969482,NA,4.2560027936,1.3295832673,NA,NA,NA,1.5781478365,NA,1770,2329
2013,YR2013,Russian Federation,RUS,16.6244715559,61.4,51.1359380341,16376870,8.7623496431,28.3358556958,152.8353524497,71.0731707317,8.6,23564.2077363646,143499861,73.851,14.1999998093,14.5,5.5999999046,78.6999969482,73.4000015259,NA,3.145940176,4.1884314803,NA,NA,316,1.6368455067,NA,3458,74357
2013,YR2013,Rwanda,RWA,0.023614782,8.7,2.5474414263,24670,477.3620591812,0.3849863313,56.8007939865,63.9939756098,37.1,1426.3662876262,11776522,26.869,0.8999999762,0.6999999881,0.6000000238,86.3000030518,87.1999969482,32.5598983765,6.5473906017,1.0958059211,41.7924003601,NA,1,0.6061295631,NA,73349,83937
2013,YR2013,Samoa,WSM,0.1050574664,15.3,26.2643666085,2830,67.2692579505,NA,NA,73.2648780488,15.5,5583.9268186815,190372,19.44,NA,NA,NA,61.0999984741,44.0999984741,NA,6.7194203082,NA,NA,NA,NA,NA,NA,NA,1
2013,YR2013,San Marino,SMR,32.5330704655,50.8,1430.9336046807,60,524.1333333333,59.6285932333,116.9549732892,NA,2.8,NA,31448,94.144,NA,NA,NA,NA,NA,NA,5.6991271381,NA,NA,NA,NA,NA,NA,NA,1
2013,YR2013,Sao Tome and Principe,STP,0.506754131,23,46.6338157342,960,201.034375,3.6146388729,64.939661024,66.2609756098,36.7,2875.7604563093,192993,63.902,NA,NA,NA,80.1999969482,63.5999984741,80.3529586792,1.9901334592,NA,NA,NA,NA,NA,NA,NA,31
2013,YR2013,Saudi Arabia,SAU,7.3537394979,60.5,34.236513606,2149690,13.4107103815,17.1346119359,184.2042369333,75.7033658537,13.4,52067.9660469226,28828870,82.719,21.1000003815,28.7000007629,5.6999998093,79.9000015259,56.5,116.1676712036,2.0323008651,8.9894631834,NA,NA,NA,2.2390829571,NA,559,584
2013,YR2013,Senegal,SEN,0.7551891705,20.9,2.1934045034,192530,73.4081961253,2.4319761584,92.9279827471,63.3507317073,43.9,2170.0772069902,14133280,43.079,11.3999996185,14.6000003815,10.3000001907,89.5,78,NA,2.2224875449,0.0016010529,NA,NA,NA,0.304519362,NA,14247,19884
2013,YR2013,Serbia,SRB,14.1960578887,51.5,34.7564785238,87460,81.9132403384,39.3483911605,119.3917104378,75.1365853659,5.8,12892.4963006621,7164132,55.373,44.2999992371,48.9000015259,22.2000007629,69.3000030518,61.4000015259,94.4092102051,6.4114785194,2.0234478176,NA,NA,NA,0.8950490592,NA,57083,48693
2013,YR2013,Seychelles,SYC,12.9397445012,50.4,616.7786213316,460,193.8543478261,23.4300609664,147.3426829531,74.2268292683,12.2,23798.7621602193,89173,53.231,NA,NA,NA,NA,NA,NA,3.7097740585,0.9076942045,NA,NA,NA,NA,NA,NA,26
2013,YR2013,Sierra Leone,SLE,NA,1.7,0.8207384184,72180,84.401149903,0.2626362939,65.6590734684,45.5509512195,107.2,1494.648548339,6092075,39.226,6.5999999046,4.6999998093,3.2000000477,69.9000015259,68.8000030518,44.6585617065,1.6943315686,0.000731009,NA,NA,NA,0.4382020362,NA,2817,5320
2013,YR2013,Singapore,SGP,26.0341550227,73,609.3495332642,700,7713.1428571429,36.3469252109,155.9222112974,82.3463414634,2.2,76236.7936323961,5399200,100,9.3999996185,10.3000001907,2.7999999523,82.3000030518,73.6999969482,NA,1.8130270357,3.2748242488,NA,NA,NA,4.8036070012,NA,3,65
2013,YR2013,Sint Maarten (Dutch part),SXM,NA,NA,100.7835924312,34,1167.3235294118,NA,NA,NA,NA,NA,39689,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA
2013,YR2013,Slovak Republic,SVK,15.5222456035,77.8826,262.8665607688,48088,112.5726376643,17.7443381674,113.9111555619,76.2609756098,6,25758.8626348949,5413393,53.945,34.9000015259,33.5,14.1999998093,77.5,69.9000015259,NA,5.7527742709,1.0163988619,NA,NA,NA,0.5792988912,NA,701,323
2013,YR2013,Slovenia,SVN,24.9637909707,72.6756,547.5853089852,20140,102.2816782522,47.6523855971,110.2112116958,80.2780487805,2.3,27368.1720259118,2059953,49.764,21.6000003815,22.7999992371,10.1999998093,74.3000030518,70.9000015259,NA,6.5599613702,1.1371170267,NA,NA,NA,1.3300704888,NA,213,28
2013,YR2013,Solomon Islands,SLB,0.3356906514,8,5.3453925389,27990,20.0511254019,1.3573733454,57.5707685427,67.716902439,25.1,2002.5924183862,561231,21.421,8.8999996185,9.6999998093,3.7999999523,81.3000030518,68.5,NA,4.8236322758,NA,NA,NA,NA,NA,NA,NA,61
2013,YR2013,Somalia,SOM,0.5716690535,1.5,NA,627340,16.7302945771,0.6097803238,49.3826784086,55.0245121951,89.8,NA,10495583,38.612,10.1999998093,10.6000003815,6.9000000954,77.5,57.9000015259,NA,NA,NA,NA,NA,896,0.3538065077,NA,2425,1121738
2013,YR2013,South Africa,ZAF,3.0604934466,48.9,86.0650117227,1213090,43.81990619,7.3434372698,145.6440212649,56.7365853659,32.8,12454.1909220073,53157490,63.788,48.9000015259,53.5999984741,24.8999996185,63.7999992371,56.2000007629,110.7635726929,4.3260958296,1.1219961798,NA,NA,NA,0.3950746102,NA,65881,423
2013,YR2013,South Sudan,SSD,0.0008852556,NA,NA,NA,NA,0,25.2583596232,55.2412195122,64.1,1964.6231495585,11296173,18.39,NA,NA,NA,NA,NA,NA,0.7886977887,NA,NA,NA,1269,NA,NA,229587,114467
2013,YR2013,Spain,ESP,25.7915476013,71.5719,269.2103288817,498800,93.4599538893,41.3072650791,106.8867145739,82.4268292683,3.6,31682.6447411771,46617825,79.129,57.7999992371,57.2999992371,26.6000003815,79.9000015259,74.1999969482,NA,6.2533994953,0.9161431631,NA,NA,NA,0.9189644321,NA,4637,56
2013,YR2013,Sri Lanka,LKA,1.9947936439,21.9,8.9830591222,62710,326.6305214479,12.7239128918,95.4963205396,74.2402926829,8.2,9425.7373825859,20483000,18.3,14.1000003815,17.6000003815,4.1999998093,81.0999984741,59.4000015259,NA,1.4250278507,2.7092866275,NA,NA,NA,2.6462915267,NA,145,123088
2013,YR2013,St. Kitts and Nevis,KNA,24.5428207636,80,1383.9936520825,260,208.4269230769,35.4302374933,142.0900149471,NA,7.8,20709.3568900198,54191,31.892,NA,NA,NA,NA,NA,101.2037963867,2.3,NA,NA,NA,NA,NA,NA,NA,15
2013,YR2013,St. Lucia,LCA,13.715690201,35.2,71.321589045,610,298.8081967213,18.3790248693,116.3090529042,74.7919512195,12.7,10151.5326402923,182273,18.459,NA,NA,NA,81,74.8000030518,88.3851089478,4.7,NA,23.5201206207,NA,NA,NA,NA,5,710
2013,YR2013,St. Martin (French part),MAF,NA,NA,NA,54.4,574.7058823529,NA,NA,79.1707317073,NA,NA,31264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013,YR2013,St. Vincent and the Grenadines,VCT,13.3524727309,52,237.7186325693,390,280.4435897436,17.4348330941,114.6334104395,72.5009756098,17.2,10154.0839759129,109373,49.848,NA,NA,NA,83.0999984741,72.1999969482,102.9007034302,4.3,NA,21.6135692596,NA,NA,NA,NA,NA,1535
2013,YR2013,Sudan,SDN,0.117642082,22.7,0.0406004984,2376000,20.7325248316,1.0946361037,72.8523129068,62.0444878049,51.2,3264.7729779456,37964306,33.46,22.6000003815,24.5,15.1999998093,76.4000015259,54.5,NA,1.3808641623,NA,NA,NA,576,2.2124347539,NA,159857,649331
2013,YR2013,Suriname,SUR,6.8786669535,37.4,33.3780846913,156000,3.4568974359,15.750932732,161.067802016,71.0316341463,20.3,15555.8427865772,539276,66.14,18.7000007629,22.5,7.8000001907,73.5,59.2999992371,76.0091629028,3.3680158778,NA,NA,NA,NA,0.9087970619,NA,NA,17
